,transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
113,2020-03-26,Joint,DOW,Dow Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
114,2020-03-26,Joint,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
115,2020-03-26,Joint,TRP,TC Energy Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
116,2020-03-26,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
117,2020-03-26,Joint,WMB,"The Williams Companies, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
118,2020-03-26,Joint,LNG,"Cheniere Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
119,2020-03-27,Joint,ORCL,Oracle Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
120,2020-03-27,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
121,2020-03-27,Joint,VIAC,ViacomCBS Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
122,2020-03-27,Joint,MU,"Micron Technology, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
123,2020-03-27,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
124,2020-03-27,Joint,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
125,2020-03-27,Joint,MU,"Micron Technology, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
126,2020-03-30,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
127,2020-03-30,Joint,MU,"Micron Technology, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
128,2020-03-30,Joint,MU,"Micron Technology, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/0b6c2641-eca3-4bdf-9c14-9208c0239a1b/
129,2020-04-02,Self,--,"Westbrand, Inc. <div class=""text-muted""> <em>Company:</em> Westbrand, Inc. &nbsp;(Minot, ND) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Bank holding company of First Western Bank</div>",Non-Public Stock,Purchase,"$15,001 - $50,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/a92c001e-0975-47b5-966e-e8b3a01a7767/
130,2020-03-24,Spouse,VZ,Verizon Communications Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
131,2020-03-23,Spouse,SPY,SPDR S&amp;P 500 ETF Trust,Other Securities,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
132,2020-03-23,Spouse,CEF,Sprott Physical Gold and Silver Trust,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
133,2020-03-27,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
134,2020-03-27,Spouse,SWKS,"Skyworks Solutions, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
135,2020-03-27,Spouse,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
136,2020-03-27,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
137,2020-03-24,Spouse,--,AQR Long-Short Equity,Other Securities,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
138,2020-03-24,Spouse,VOD,Vodafone Group Plc,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
139,2020-03-24,Spouse,MPC,Marathon Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
140,2020-03-24,Spouse,WFC,Wells Fargo &amp; Company,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
141,2020-03-24,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
142,2020-03-24,Spouse,ABBV,AbbVie Inc.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
143,2020-03-24,Spouse,JPM,JPMorgan Chase &amp; Co.,Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/
144,2020-02-21,Spouse,DD,"DuPont de Nemours, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 07/17/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of DD for $40,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
145,2020-02-21,Spouse,K,"Kellogg Company <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $60.00 <br> <em>Expires:</em> 09/18/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of K for $60,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
146,2020-02-21,Spouse,BABA,"Alibaba Group Holding Limited <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $175.00 <br> <em>Expires:</em> 07/17/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of BABA for $175,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
147,2020-02-20,Spouse,AIZ,"Assurant, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $125.00 <br> <em>Expires:</em> 09/18/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of AIZ for $125,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
148,2020-02-20,Spouse,ABBV,"AbbVie Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $80.00 <br> <em>Expires:</em> 08/01/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of ABBV for $80,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
149,2020-02-20,Joint,DOCU,"DocuSign, Inc.",Stock,Sale (Partial),"$100,001 - $250,000","Lines 1-19 notified to filer on or after March 1, 2020; lines 20-42 notified to filer on or after March 18, 2020",Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
150,2020-03-13,Spouse,PRU,"Prudential Financial, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
151,2020-03-10,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
152,2020-03-10,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$1,001 - $15,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
153,2020-03-09,Spouse,AIZ,"Assurant, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $100.00 <br> <em>Expires:</em> 01/15/2021 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of AIZ for $100,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
154,2020-03-09,Spouse,EMR,"Emerson Electric Co. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $50.00 <br> <em>Expires:</em> 01/15/2021 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of EMR for $50,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
155,2020-03-09,Spouse,CR,"Crane Co. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $55.00 <br> <em>Expires:</em> 09/18/2020 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of CR for $55,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
156,2020-03-09,Spouse,HIG,"The Hartford Financial Services Group, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $45.00 <br> <em>Expires:</em> 09/18/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of HIG for $45,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
157,2020-03-04,Spouse,AMGN,"Amgen Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $180.00 <br> <em>Expires:</em> 10/16/2020 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of AMGN for $180,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
158,2020-03-04,Spouse,AIG,"American International Group, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $40.00 <br> <em>Expires:</em> 08/21/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of AIG for $40,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
159,2020-03-04,Spouse,PANW,"Palo Alto Networks, Inc. <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $150.00 <br> <em>Expires:</em> 09/18/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of PANW for $150,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
160,2020-03-04,Spouse,CVX,"Chevron Corporation <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $92.50 <br> <em>Expires:</em> 09/18/2020 </div>",Stock Option,Sale (Full),"$15,001 - $50,000",Obligation to purchase stock of CVX for $92.50,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
161,2020-03-04,Spouse,BP,"BP PLC <div class=""text-muted"">Option Type: Put <br><em>Strike price:</em> $30.00 <br> <em>Expires:</em> 11/20/2020 </div>",Stock Option,Sale (Full),"$1,001 - $15,000",Obligation to purchase stock of BP for $30,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
162,2020-03-03,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
163,2020-03-02,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
164,2020-02-28,Spouse,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
165,2020-03-11,Joint,BKNG,Booking Holdings Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
166,2020-03-10,Joint,BKNG,Booking Holdings Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
167,2020-03-09,Joint,HELE,Helen of Troy Limited,Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
168,2020-03-06,Joint,BKNG,Booking Holdings Inc.,Stock,Purchase,"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
169,2020-03-09,Joint,TJX,"The TJX Companies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
170,2020-03-03,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
171,2020-03-03,Joint,LULU,Lululemon Athletica Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
172,2020-03-03,Joint,FB,"Facebook, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
173,2020-03-02,Joint,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
174,2020-02-26,Joint,CME,CME Group Inc.,Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
175,2020-02-26,Joint,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
176,2020-02-26,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
177,2020-02-26,Joint,ADP,"Automatic Data Processing, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
178,2020-02-26,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
179,2020-02-27,Joint,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
180,2020-02-24,Joint,CME,CME Group Inc.,Stock,Purchase,"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
181,2020-02-24,Joint,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
182,2020-02-24,Joint,NVDA,NVIDIA Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
183,2020-02-24,Joint,IPHI,Inphi Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
184,2020-02-24,Joint,FB,"Facebook, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
185,2020-02-24,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/425096a9-b206-40a7-86b8-67fa4081b252/
186,2020-03-11,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Partial),"$5,000,001 - $25,000,000","Shares sold through a 10b5-1 plan, which is an SEC compliant pre-determined plan",Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/829529d5-698a-4b58-9af0-8a189cb7a6a8/
187,2020-02-26,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Partial),"$1,000,001 - $5,000,000","Sale of exercised options and shares received as compensation; shares sold through a 10b5-1 plan, which is an SEC compliant pre determined plan",Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/829529d5-698a-4b58-9af0-8a189cb7a6a8/
188,2020-02-26,Spouse,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$1,000,001 - $5,000,000",Partial exercise of stock options,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/829529d5-698a-4b58-9af0-8a189cb7a6a8/
189,2020-03-11,Self,ICE,"Intercontinental Exchange, Inc.",Stock,Sale (Partial),"$5,000,001 - $25,000,000","Sale of exercised options (sold to cover taxes and cost of prior exercise of options); shares sold through a 10b5-1 plan, which is an SEC compliant pre-determined plan",Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/829529d5-698a-4b58-9af0-8a189cb7a6a8/
190,2020-02-18,Self,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$5,000,001 - $25,000,000",Exercise of stock options prior to expiration date,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/829529d5-698a-4b58-9af0-8a189cb7a6a8/
191,2020-02-13,Self,WM,"Waste Management, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/2d09ce3a-1dfb-4110-b9aa-fe0dbde0d490/
192,2020-02-13,Self,DLR,"Digital Realty Trust, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/2d09ce3a-1dfb-4110-b9aa-fe0dbde0d490/
193,2020-03-26,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
194,2020-03-24,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
195,2020-03-24,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
196,2020-03-26,Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
197,2020-03-26,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
198,2020-03-26,Spouse,BA,The Boeing Company,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
199,2020-03-24,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
200,2020-03-24,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
201,2020-03-24,Spouse,--,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
202,2020-03-20,Spouse,V,Visa Inc.,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
203,2020-03-09,Spouse,WMT,Walmart Inc.,Stock,Sale (Full),"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
204,2020-03-06,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$100,001 - $250,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
205,2020-03-02,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
206,2020-03-02,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
207,2020-03-20,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
208,2020-03-06,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$100,001 - $250,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
209,2020-03-06,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
210,2020-03-06,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
211,2020-03-02,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$15,001 - $50,000",Sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
212,2020-03-02,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$100,001 - $250,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/6bbd9f3b-986f-45ca-925e-b7e8ecad9d0e/
